academicyear,state,adj_avg_tuition,adj_aid,adj_other_src,tuition_reliance_a2,pc_on_loan
2001,IN,7871.0160663294455,28424779.325634327,20321197.10208452,0.27694891694023144,0.392294117290572
2001,KS,5475.823425899485,23787542.30062821,1628397.5014634496,0.22129783959511226,0.45842890037066164
2001,KY,6414.1321999673655,41236190.51082647,99333024.99935953,0.22353893902997965,0.3899240817506989
2001,LA,6417.195610671452,28378178.722003754,8343826.518000429,0.2975827833411821,0.3290409433985345
2001,MA,5948.772264828261,37750527.07306029,33504672.884898424,0.24560647634981286,0.5074442016426796
2001,MD,8852.52976156482,52595431.676085085,7621206.651013707,0.22242602026958236,0.43243611945573424
2001,ME,9319.638006853227,36666872.64303255,15883047.982495718,0.257189053650028,0.6185108569080073
2001,MI,9450.106296402057,98583992.77918331,137064463.74371785,0.3118711165531713,0.40753565331756864
2001,MN,7104.53889335964,40507748.2907144,4456343.804410467,0.2582138544222462,0.5358774900911103
2001,MO,5760.171373500856,25875708.429925755,63807552.944545984,0.22233472075735353,0.42292758517725315
2001,MS,6325.293289548829,61779920.11607082,10010788.651644774,0.168889402401897,0.5604810315480216
2001,MT,6241.337270131354,26369661.143112507,3137040.578703598,0.24019314896427382,0.5015951835279566
2001,NC,6506.823581422861,50315728.04107856,11695546.2912397,0.12718110943061356,0.4010321506607013
2001,ND,6210.601049400342,49420861.587035984,10953562.504625928,0.18605516276906797,0.6082582675769128
2001,NE,4553.411896773272,25502582.479111936,2960920.8642490003,0.21596973496462574,0.49426857975563276
2001,NH,13392.674614505997,87162369.97898343,10967634.885094231,0.338149735398464,0.6699999999999999
2001,NJ,7294.653908480868,10216291.705757424,3266097.095945174,0.3085789493049602,0.4820851987286832
2001,NM,6326.10555753855,86425594.50113505,144537576.7201242,0.09973961562820644,0.2567963567551831
2001,NV,7576.835808109651,51906274.27195887,4265275.098058253,0.165874231269375,0.1735756924103667
2001,NY,7002.705680787448,45716605.11594803,42544579.55565391,0.22191263777920356,0.22853655557447938
2001,OH,8640.64104148279,54933474.786392204,104997337.99297285,0.30296340991240744,0.4419865682411056
2001,OK,3535.8025592518566,17085469.623251002,3985700.2537692743,0.16314334351536636,0.37051332753302224
2001,OR,7815.967504283267,32861424.83660765,2792912.8694888637,0.22419353598481132,0.46331444285031087
2001,PA,9195.217663016092,55630233.34050459,114036221.16166614,0.36545905196460426,0.4899480195502166
2001,PR,2792.57734865791,167680933.64614505,30708014.237707023,0.4619928559875974,0.03234541888847469
2001,RI,9987.647201599086,71697816.76070817,15593026.722044546,0.278682948861373,0.65
2001,SC,6860.85849644359,18754610.388622086,2268260.19258865,0.28507615585009793,0.46351398767188245
2001,SD,5251.799914334666,15001212.163620787,1495213.8180753854,0.199394394755321,0.6494366197183099
2001,TN,6618.7927898343805,24561580.626656193,3012802.6951027983,0.2703891759076902,0.23603105350955986
2001,TX,5367.5583091016915,64243607.155714594,61331107.75238079,0.23253607249703487,0.3050083483413202
2001,UT,4750.27316676185,35498265.67536835,7029527.817155911,0.24347800409404644,0.16329974094428054
2001,VA,7839.490785265562,37480889.93309537,77323255.01172473,0.20539950808240998,0.4354541415148526
2001,VI,7095.9731581953165,22219555.76881782,764167.4288121073,0.12273710151552901,0.24000000000000002
2001,VT,13784.512692747001,39881990.5003141,23515609.27358652,0.4131402061067134,0.5742581708321889
2001,WA,8719.534416047974,137004979.30108508,112593865.79610223,0.23920878415778365,0.36154340398306584
2001,WI,8726.770985410934,54553995.70529048,11320324.00919215,0.2508524024747081,0.40878275556162136
2001,WV,4185.3616668026425,20347222.35413641,3735295.763188382,0.24828842507700905,0.45681276376737007
2001,WY,6140.746002284409,31595093.408909194,12041949.6256996,0.1300510140985,0.4
2002,AK,6474.492424242428,132039965.88282835,16285953.568181828,0.109445092006852,0.32
2002,AL,6307.20277777778,67675957.75325482,114977860.01007302,0.22844381559102744,0.38243821807130685
2002,AR,5427.655113636368,18810482.354608595,19138400.86979168,0.19942177781978013,0.2872540400775695
2002,AZ,6562.606818181822,237565728.94659105,53381676.03724751,0.19105779233527348,0.2980022089491506
2002,CA,5242.109882920113,99338839.10384534,104435630.9372475,0.17405454596528497,0.31402980590108764
2002,CO,7619.596439393943,73430220.0916162,29030289.288787894,0.29595080017623626,0.313399953189714
2002,CT,7391.392929292933,50135465.7818182,128100453.37834603,0.2664668820692572,0.5064556275722699
2002,DC,3984.3030303030323,17688863.698737383,3159876.6661616177,0.155980427769535,0.33999999999999997
2002,DE,11895.443181818187,77717457.34343438,13388596.498989906,0.36263614209621997,0.44
2002,FL,6347.8932851239715,75362124.76561071,17387444.092837475,0.18281460789573983,0.2571983930160936
2002,GA,6580.302669552673,35374116.896500744,8265717.9456710005,0.18355101022626785,0.28420799111888834
2002,IA,8466.643939393944,169724405.51969704,348150099.35311466,0.18642772587297732,0.5720168494444041
2002,ID,3907.6818181818203,43516085.19949497,11737354.465909097,0.1763879783125055,0.42551511260371394
2002,IL,6431.792061237376,95644326.9593435,172086366.1226011,0.22796825865756964,0.4002754018849019
2002,IN,8069.217009379513,33896189.126334794,26237073.65490622,0.2903497725689799,0.4128617401739816
2002,KS,6299.54065656566,32786897.31843436,16761742.88175506,0.22665387760883027,0.4757377419597801
2002,KY,6841.54451659452,53401071.87615443,99700150.05335502,0.24053338200880428,0.39938800634484717
2002,LA,6364.942334054838,33056699.57918472,9098382.549567105,0.31472923174935363,0.3503528336160333
2002,MA,5979.373448773453,43185713.14083696,37952337.860497855,0.27200502372828816,0.4927877368405248
2002,MD,9099.72670454546,71730628.07302192,14350692.664520212,0.2314208419070065,0.41259265015715124
2002,ME,9768.885290404047,44425202.266414165,27878186.181313146,0.26057891735478456,0.6419312502125055
2002,MI,10160.753128507298,121448371.53667235,247434651.38815948,0.35456663802513266,0.4393538030304114
2002,MN,7433.998966942154,46810168.09802573,18015170.919168975,0.2731631555635015,0.527021850064453
2002,MO,5907.778110967398,28889665.21467454,73757896.72143663,0.2648014186633997,0.4834702304672403
2002,MS,7147.609772727277,77352176.69702025,16856490.597506322,0.2210975061327448,0.5094467763786172
2002,MT,6992.32411616162,27647764.487121224,10296685.912828289,0.2761614504768794,0.4987756935460687
2002,NC,7176.169417388171,60129844.92788605,6858550.503409094,0.16559607820804464,0.434275444015444
2002,ND,6453.740845959599,61557941.54545458,33540483.54090911,0.21586029621345654,0.6168036889607063
2002,NE,4870.555050505053,33476596.45498739,40829976.64318184,0.23441765249643676,0.512860026545736
2002,NH,13676.886363636371,95164270.80202025,40332033.26388891,0.344958277920328,0.69
2002,NJ,7805.785984848489,12753967.422001269,3981824.1744633857,0.3187725598911993,0.49630876300732757
2002,NM,6755.596496212125,105102977.7506945,151528955.88819453,0.11363447379360717,0.26130944118451216
2002,NV,7690.854166666671,66279606.25656569,38828105.72727275,0.19089260036049502,0.18639733186631827
2002,NY,6880.885323826504,42805477.44664705,45933438.256355256,0.22091105007726217,0.2741792093682237
2002,OH,9045.830647382925,64233747.91542704,126686225.3950414,0.3152540229634439,0.4660817298064325
2002,OK,3909.650557659935,21447936.97331651,7256980.806439399,0.19252803378194647,0.37355292299768217
2002,OR,8000.53156565657,40162062.939183526,13872434.551641421,0.2934120075155106,0.47625905919423817
2002,PA,9600.637878787882,59941617.82694596,120374631.37501493,0.3700308828616555,0.5119485501874154
2002,PR,2432.723484848486,175061841.71010113,38530188.407323256,0.48650274108376385,0.03
2002,RI,10176.573989898996,67811294.93535358,16184775.257575767,0.291327846044954,0.65
2002,SC,6984.720041322318,19893122.464807175,6437729.218388433,0.32577575953499505,0.44836516047362496
2002,SD,5330.920833333336,14598925.597979806,10081660.101893947,0.229933847145162,0.6883079406719806
2002,TN,7479.7201599326645,29401109.81910776,10960609.269234013,0.2699758782109007,0.227643420538852
2002,TX,5321.502809343437,77032079.643245,92348113.12057132,0.24560905619943438,0.2876486665306299
2002,UT,5059.298636363639,41501116.1427778,11468841.557727281,0.27765102217963017,0.15602803607438942
2002,VA,7965.413510101015,47207422.04487377,82992324.77972226,0.20432810328567425,0.3778528846361536
2002,VI,6972.530303030307,15472514.685858594,402320.1065656568,0.11926216597365501,0.0
2002,VT,14132.782575757583,57481422.33232326,13020256.622979805,0.404321984686847,0.5848811188811189
2002,WA,9039.387500000004,152714346.59175092,143473029.84663308,0.25339418039537487,0.3597914034499652
2002,WI,9514.729247015617,51521355.43884301,35856637.603305794,0.290448378044437,0.42158503842236833
2002,WV,4256.85562770563,24181074.778282844,4471181.941702744,0.2456691815685656,0.4491187389816448
2002,WY,6451.506060606064,39056087.03585861,27592902.422222238,0.15338479746891198,0.39
2003,AK,6542.025123558486,147268311.09983528,19081596.428500827,0.11370425401177699,0.29
2003,AL,6708.509006040639,70804851.66570568,117522133.72690831,0.2636163273621206,0.397891096188522
2003,AR,6028.644856878091,18562935.366659805,17872844.816577435,0.20985588746150907,0.3699360241233879
2003,AZ,6890.68319604613,275894762.32981884,34064143.616144985,0.198108275488596,0.29778568576974435
2003,CA,5730.960560506217,109261889.69241801,110308745.72283591,0.18878196383492316,0.30218227575049433
2003,CO,8001.827730642505,83621957.65670513,34961745.57857497,0.3102583777863406,0.33000171861257416
2003,CT,7584.71895593081,46561151.1434926,139424477.6497735,0.29443781307473876,0.5468946479141381
2003,DC,3898.971993410215,18434415.81474465,3840668.6157331145,0.15972835555623802,0.14
2003,DE,12290.509472817137,93119428.04481056,17053123.757495884,0.374213211856057,0.45
2003,FL,6962.9936760521205,87848206.8371799,15860798.4680021,0.1870894558137849,0.2782173604412005
2003,GA,6755.272469992941,41572149.584008016,8573004.098034834,0.2251686901141878,0.31354664343311317
2003,IA,9746.180313014831,161082763.76836905,309379976.9202637,0.21095213497231002,0.6049116068803294
2003,ID,4048.9324546952234,52845696.65436575,12066821.575576609,0.20673892117083098,0.46754546338617137
2003,IL,7029.70904036244,109720267.92689459,195100211.8837933,0.25319506456941276,0.4247054176393555
2003,IN,8403.587873617324,40306295.21535069,24409769.811626274,0.3258559378849698,0.4271870984706776
2003,KS,6728.382238467877,38801523.30420099,5714980.370448931,0.24838843822986373,0.5367956261645582
2003,KY,7353.596858084257,59310145.26753354,100132157.81194401,0.25552235972280557,0.40021313865313546
2003,LA,6272.542604142152,35744232.071028486,10629442.96687456,0.3162499187271795,0.4107241549180135
2003,MA,6007.523193692636,48658074.33819723,50088081.943916224,0.3122175466877942,0.5058598139449203
2003,MD,9490.310275947284,61764462.62421748,18393914.618327845,0.2551707507182252,0.40055664378545025
2003,ME,9844.279448105439,48155758.83274301,32207702.46214992,0.278749092037585,0.6233803348860633
2003,MI,10943.57294069193,125162510.9246019,255557942.68797377,0.37748359040737917,0.42005399151561895
2003,MN,7849.862116219862,46724063.98519546,18153407.519290105,0.31207536239701444,0.5608040024576494
2003,MO,6484.956836902802,34101378.93753433,66476876.67251512,0.29423609346958124,0.5223400467802364
2003,MS,7578.251911037894,78831899.10800661,13232349.146490943,0.22951747507535658,0.503964698934844
2003,MT,7793.32020593081,34579496.98759474,13497695.68497529,0.3083118325533332,0.5589270431799697
2003,NC,8144.772184631679,61779661.11696871,5594769.16366204,0.20784167183767518,0.4377182341077165
2003,ND,6716.666577429985,75390662.42767712,30544140.453459643,0.22081905439301652,0.6282144829218269
2003,NE,5076.630240939046,35847547.15230644,21701445.364188638,0.220464452479653,0.49743375640169224
2003,NH,13983.813014827021,99486499.29686987,34497150.699093916,0.363630631402618,0.6900000000000001
2003,NJ,8421.139049629326,13306990.99760091,6533727.62378501,0.31503095107007806,0.5541701069466567
2003,NM,6949.573918863263,113899728.4664333,146939624.63661456,0.12745611009441996,0.26145636520448484
2003,NV,7976.022034596377,75074125.88599673,40097511.60271829,0.2011835286870235,0.19627086374309832
2003,NY,6585.069330038441,47383672.47119716,39004492.15035695,0.22534219815354442,0.2294377670697336
2003,OH,10105.801404073689,71831511.06411564,143037801.8607534,0.34008927913851783,0.49161883373515197
2003,OK,4030.2394666392097,21280311.713179577,7815718.883607909,0.21779352536948068,0.3769333462436911
2003,OR,8150.975906095554,40254358.99818782,9421204.329818783,0.3232756359535055,0.5189029562982005
2003,PA,10252.370379881773,64545780.91689118,121080133.69321643,0.39671171452117693,0.5102070672968715
2003,PR,2324.3871499176284,142564318.85881388,45655852.33542011,0.4213779053264615,0.03386081951666176
2003,RI,10745.91672158155,77845240.25140035,17769458.637973644,0.29393879385522,0.6699999999999999
2003,SC,7972.784251909542,22782342.618129402,6825928.1103414735,0.35154630307243184,0.36799703885382706
2003,SD,5431.69287479407,18107639.47289951,10116535.78974465,0.24095273863459601,0.672222536806342
2003,TN,7869.591762767712,32016523.70185338,11794020.58587315,0.2819956312683503,0.33053166214857915
2003,TX,5577.6960461285025,86508162.68761328,95870825.16096584,0.2562170036434916,0.3338008955010219
2003,UT,5370.459019769359,47454028.72655685,11218284.676606264,0.30325255283309,0.17526423829489865
2003,VA,8585.298892092258,56682153.00570842,83378675.92559311,0.23761200519451933,0.38277214782852226
2003,VI,6823.200988467876,16669906.0470346,227623.73451400336,0.13327336133800802,0.09
2003,VT,14391.830436573313,66637315.34332786,16679720.334390448,0.406352402988014,0.613875025778511
2003,WA,9962.581589785834,175386768.4028419,176466572.03414336,0.2764358091717177,0.363966299662491
2003,WI,10625.777942938448,59977840.845671706,36034260.08249214,0.30338849317757866,0.4510628332128021
2003,WV,4809.446222640623,29087927.078606743,4954950.024151272,0.2724312697486668,0.44198080606212004
2003,WY,6538.27611202636,55053824.45733115,29059553.131136745,0.14647329287042998,0.4
2004,AK,7025.045271359487,165863634.85953796,19039489.24062333,0.12081951643465402,0.28
2004,AL,7527.756179473405,73459185.245352,128298295.16857202,0.2887326279403786,0.41593768171439105
2004,AR,6348.525463460508,19768531.350110836,19523406.79395823,0.21752437498644853,0.41469451383644146
2004,AZ,9575.216187533588,295432185.62321347,41793211.01558304,0.21998493180211548,0.27871582895327646
2004,CA,5857.678285745693,116917492.28956336,118987012.37626892,0.22660681363818844,0.30112713201297153
2004,CO,8458.362384470718,88075917.40703121,37490134.78448416,0.3257952124554688,0.34463993643657226
2004,CT,8400.401175443314,50152105.72903011,160025151.22187674,0.30266207118317345,0.5216422099079601
2004,DC,3815.1681891456224,18968291.10991403,1918525.8012896301,0.112092815252949,0.36000000000000004
2004,DE,13029.043927995706,101091577.798388,5660360.832912415,0.367081263455695,0.46
2004,FL,7603.71246275219,96660289.07181382,15821999.608363055,0.19826539635652995,0.30065922204427287
2004,GA,7375.1183964074635,45303307.420906596,9430411.077134034,0.2506300043067125,0.30921040566470265
2004,IA,10728.93772165503,170182822.63557234,332248851.3077379,0.22509749841486767,0.5627885163592224
2004,ID,4277.390488984419,54798127.67321335,9317417.813850084,0.208264898365904,0.5036864849463387
2004,IL,7609.090049032781,111025665.580575,340175887.5281302,0.2698363919447485,0.43128861774199273
2004,IN,9472.194418323486,43290406.167471424,24841270.969039313,0.33581299072891385,0.4599962366223686
2004,KS,7513.710844304141,40543329.51234553,20962419.298972335,0.28918676877835775,0.5560615270570793
2004,KY,7897.957150533511,64645763.11536043,131264152.82886703,0.2736019076763116,0.40284125311893537
2004,LA,6257.207735856302,39156144.228598304,13292877.481998932,0.3429463072089186,0.37644253341080763
2004,MA,5340.187341674985,51761201.56318418,60401022.011215195,0.36183533443113786,0.5145308070088462
2004,MD,10841.538171681897,63641471.3020285,13944917.034954332,0.28097756060348766,0.40194656164592846
2004,ME,10568.138164965076,51521129.921292335,32740946.779473413,0.29739137727240694,0.6523669574010871
2004,MI,11687.349274583561,129064261.61504573,272091418.565798,0.405739307078848,0.49043081330574567
2004,MN,8243.07551169948,49899695.835755475,27866237.12867228,0.35632163076726153,0.5775831943981327
2004,MO,7075.384296077381,33783786.04793123,77679740.733611,0.3070166175646205,0.5105127116552303
2004,MS,7474.550343901132,79131978.39075768,12344145.423804412,0.22928164955789518,0.5187717148733207
2004,MT,8271.822670607206,36089471.47579797,10460186.513680821,0.3171113553777186,0.5530954293096826
2004,NC,8368.433420012287,67274390.06553699,5676181.028732634,0.21598341834494458,0.5013702061915213
2004,ND,7645.927209833426,83012674.53917253,32826437.72857336,0.27288391794843253,0.63
2004,NE,5686.2208254970465,40883104.78398041,15951399.786149926,0.2435252297032685,0.483218377924079
2004,NH,14612.583288554546,112591042.53949495,35707417.35403011,0.36321478422600895,0.7000000000000001
2004,NJ,8993.23490227029,13932734.9909726,3535441.3108980404,0.3665134406372803,0.5138986245786674
2004,NM,7075.486196937133,113525855.65355323,159737578.02837864,0.12131015441804857,0.2755658552467776
2004,NV,8453.899126813545,79652142.33465882,34635668.74372651,0.19736001499444203,0.19261052503201415
2004,NY,8321.563876947883,48955774.14660132,45109103.71426655,0.2575678736693357,0.24827684449771825
2004,OH,10738.553457329886,77131559.53739683,163178193.4423209,0.35640091248609,0.51132108449592
2004,OK,4807.12210840946,22852878.54646024,9529008.93697609,0.25526425467490677,0.4133438145297541
2004,OR,9039.319566093502,41300386.05334499,9005963.542463733,0.3471910120072395,0.5396305132567114
2004,PA,10647.944520656198,70080640.03784813,128611230.6928344,0.4167659770951226,0.7044883107070246
2004,PR,2627.513668726492,145806390.80956483,46326168.860827535,0.40967569206048104,0.03229230488996341
2004,RI,11252.300537345518,69209381.35711986,17603776.642101027,0.321609646619138,0.56
2004,SC,9122.33171193396,23614434.390230093,7250979.042396564,0.4071402496218454,0.39772727938484076
2004,SD,5893.945728103173,20647660.8922085,10536869.682348203,0.2541793692232245,0.7113427561837455
2004,TN,8777.536257388505,33212465.9023509,13036844.031206347,0.30949793533074665,0.439695165836982
2004,TX,5749.705061123054,91560239.86631183,95604204.83305015,0.2877467286221849,0.40956827304180526
2004,UT,5818.253769478777,51620254.960865155,10810744.465550784,0.32401177425893285,0.20430519988854537
2004,VA,9752.340261955944,59512726.776472345,93663652.72275124,0.25869226897433045,0.3842141319240556
2004,VI,7254.322205803334,18291886.246184856,574148.5737775392,0.127105570273667,0.16
2004,VT,15237.439360558845,70430608.13479315,13451054.110558845,0.43201232619855445,0.6276332288401253
2004,WA,10184.481427995706,188584476.89548635,174464625.8393875,0.2830195778405938,0.3708612788686231
2004,WI,11237.626813541112,63434835.38611941,37901595.726859964,0.3393107566093696,0.4823311181690955
2004,WV,5639.077120595687,29332602.691563692,5102838.461641208,0.2958252379836133,0.5330082054518916
2004,WY,6658.202176249331,52744377.39301453,29599165.558194533,0.143149064203959,0.43
2005,AK,7870.401408450706,167061817.4272301,17753031.78755869,0.128438984157558,0.31
2005,AL,8123.910902451749,73948579.71927492,116740670.23408976,0.2980966484578784,0.41779625163937895
2005,AR,6645.102772887326,20999771.94791667,23219709.32910799,0.2344582802931506,0.39897491414066005
2005,AZ,10024.07799295775,309375621.77746487,42319659.93449238,0.22552027614127151,0.2726502059745576
2005,CA,7057.13738796415,116283676.17429584,122183983.96559969,0.2470748868566629,0.29820278979807935
2005,CO,7796.74252347418,90037815.07255872,38893431.515845075,0.3361221297998911,0.3351774359167601
2005,CT,9053.0390258216,53140074.831572786,213100572.11220664,0.31750916724383343,0.545255982965329
2005,DC,3703.718309859156,17359721.83192489,4088604.680516433,0.162387988475097,0.07999999999999999
2005,DE,13232.483333333337,97499377.85539909,12182790.209859159,0.371569191533708,0.44
2005,FL,8361.586545027743,106512202.29199748,32359058.58911653,0.19585418564602436,0.24716920022761404
2005,GA,7549.12419517103,41468398.087642536,7567113.768896715,0.25985981090826094,0.3218360286762254
2005,IA,11056.548826291082,172320594.10140848,343207136.567684,0.22913299580338134,0.5661118377404986
2005,ID,4481.261737089204,55004970.00657278,12364763.861971835,0.212969612976607,0.42900391269504545
2005,IL,8934.033333333335,116614845.12632045,213601725.7089496,0.2951018139263848,0.44435478636337983
2005,IN,9856.825603621734,43148264.04292422,26629840.468410466,0.35492719048432514,0.46503719710925323
2005,KS,7997.271566901411,41532696.43509391,21474718.769894373,0.290480958501279,0.5935756468645214
2005,KY,8910.63071763917,71428234.47565395,141915329.3694836,0.29819436207986144,0.42250309870896263
2005,LA,6252.9923708920205,39853848.663179085,10756920.219617711,0.3549428498486459,0.4179975726752586
2005,MA,6794.559423205904,52073907.02977868,99249412.56861171,0.3568240915741662,0.5262773217744168
2005,MD,11499.234174491396,69570397.422144,14128523.389632246,0.286644248937584,0.4136597535725196
2005,ME,10941.994718309863,49051456.49953053,31137761.091666676,0.311317135634877,0.6712672774786688
2005,MI,11799.139071465836,130913145.93116853,283637086.30206066,0.40742649837233835,0.5054293593524104
2005,MN,8758.290172855317,48799633.22377296,34118924.37426377,0.4036445425730323,0.6110776251320973
2005,MO,7595.06266301513,37387319.41134587,85172977.55086073,0.3047246880325296,0.49857437488951306
2005,MS,7745.9944600939,80058214.10685448,13795086.216807514,0.23998571823161202,0.5567151488028642
2005,MT,9222.852136150239,36153581.56079813,11238507.046244135,0.3316773374849508,0.5413824271300449
2005,NC,8526.098608316568,67874922.31789072,6901054.552179746,0.2255226884529357,0.48216386848059883
2005,ND,8701.9573943662,81206868.20938969,23024462.239084512,0.29855781769608647,0.64
2005,NE,6091.993397887325,42579329.24260565,17907773.01983569,0.25201236529804577,0.45613318920149065
2005,NH,15105.710093896718,109117856.72300473,40019927.53004696,0.3693786427586401,0.6599999999999999
2005,NJ,8988.565243544603,13822973.553755872,4031195.711238264,0.37169579805083064,0.5555728842749844
